product_id,product_name,traffic_cnt,click_cnt,conversion_rate,content_interact_cnt,new_user_cnt,service_rating,sales_amount,sales_cnt,visitor_cnt,stat_date,etl_time
P35167564,电子产品_款式202,4149,957,0.2127,262,797,3.9,2235681.9,2115,2505,2025-07-07,2025-07-31 10:30:30.559925
P92683904,服装鞋帽_款式203,3357,800,0.0639,119,1349,3.5,3227826.21,1173,2369,2025-07-09,2025-07-31 10:30:30.559925
P53060346,服装鞋帽_款式204,5810,2745,0.2388,485,1787,4.4,8875662.52,4822,4830,2025-07-09,2025-07-31 10:30:30.559925
P57411284,美妆个护_款式205,6746,1690,0.1802,476,3017,3.5,9346516.7,2533,4781,2025-07-19,2025-07-31 10:30:30.559925
P13565387,食品饮料_款式206,4021,1643,0.074,30,576,3.6,1819633.2,3102,2697,2025-07-24,2025-07-31 10:30:30.559925
P75896736,美妆个护_款式207,5603,2285,0.0743,363,897,3.2,439154.4,240,4561,2025-07-11,2025-07-31 10:30:30.559925
P56769214,服装鞋帽_款式208,5037,1716,0.2208,464,619,3.9,17088961.72,4502,3923,2025-07-05,2025-07-31 10:30:30.559925
P21258755,美妆个护_款式209,4367,1197,0.1281,368,1789,3.3,3694976.85,2797,3270,2025-07-26,2025-07-31 10:30:30.559925
P85846236,服装鞋帽_款式210,6934,2475,0.1187,173,2268,4.0,7822849.32,5148,4612,2025-07-18,2025-07-31 10:30:30.559925
P91287136,美妆个护_款式211,6321,2248,0.0221,456,2348,3.5,1821732.8,4790,4941,2025-07-24,2025-07-31 10:30:30.559925
P99109115,电子产品_款式212,1588,242,0.0129,413,252,3.3,4905214.54,1082,1168,2025-07-06,2025-07-31 10:30:30.559925
P92761716,美妆个护_款式213,9647,2446,0.0547,409,1211,3.4,34578468.87,7107,7360,2025-07-18,2025-07-31 10:30:30.559925
P58257701,电子产品_款式214,4003,1111,0.279,143,809,4.6,3743730.48,1316,3418,2025-07-08,2025-07-31 10:30:30.559925
P22435928,电子产品_款式215,7728,932,0.0382,125,2033,4.1,21128221.44,7027,6894,2025-07-12,2025-07-31 10:30:30.559925
P80190347,服装鞋帽_款式216,5198,1797,0.1185,288,1718,3.1,18930234.76,3908,4250,2025-07-15,2025-07-31 10:30:30.559925
P51641073,服装鞋帽_款式217,5345,738,0.2207,326,2031,3.5,13824017.7,3369,3458,2025-07-09,2025-07-31 10:30:30.559925
P11358417,电子产品_款式218,8623,1257,0.1225,424,3529,4.6,12921338.31,3701,5305,2025-07-13,2025-07-31 10:30:30.559925
P74920118,食品饮料_款式219,7171,3342,0.1432,157,1508,4.6,1593989.1,990,5834,2025-07-17,2025-07-31 10:30:30.559925
P39473545,电子产品_款式220,2649,321,0.2871,433,375,4.9,2693087.25,1725,1783,2025-07-23,2025-07-31 10:30:30.559925
P44068986,家居用品_款式221,8203,963,0.1378,221,1887,3.0,23802551.53,4913,5028,2025-07-06,2025-07-31 10:30:30.559925
P59443890,家居用品_款式222,9691,3193,0.023,25,3988,4.8,7333354.76,1676,8191,2025-07-19,2025-07-31 10:30:30.559925
P01284637,家居用品_款式223,2643,1284,0.1107,486,1215,4.5,5647425.0,1750,2181,2025-07-06,2025-07-31 10:30:30.559925
P53093755,食品饮料_款式224,4732,1272,0.1551,254,706,4.0,14304240.6,2938,4052,2025-07-06,2025-07-31 10:30:30.559925
P16144504,服装鞋帽_款式225,6541,1826,0.0142,175,1050,3.8,23210375.8,5930,5160,2025-07-24,2025-07-31 10:30:30.559925
P47425005,服装鞋帽_款式226,1754,454,0.1845,109,229,4.6,1007423.17,353,1211,2025-07-27,2025-07-31 10:30:30.559925
P61615495,美妆个护_款式227,9572,1726,0.0217,81,3035,4.7,1043349.09,2289,8496,2025-07-13,2025-07-31 10:30:30.559925
P33350670,服装鞋帽_款式228,8886,2775,0.2419,457,1114,3.8,15507118.65,3473,7119,2025-07-29,2025-07-31 10:30:30.559925
P54341034,美妆个护_款式229,3144,1423,0.0816,346,426,4.0,10569591.04,2152,2682,2025-07-04,2025-07-31 10:30:30.559925
P17862408,家居用品_款式230,7465,2634,0.0877,34,2210,4.3,14045464.44,3654,5693,2025-07-12,2025-07-31 10:30:30.559925
P75154285,美妆个护_款式231,1545,241,0.1098,252,511,3.2,2373420.22,1229,1323,2025-07-02,2025-07-31 10:30:30.559925
P33145089,家居用品_款式232,9811,1838,0.1855,408,4525,4.0,8948811.6,2826,7250,2025-07-10,2025-07-31 10:30:30.559925
P37596362,美妆个护_款式233,2078,971,0.1706,317,589,4.2,1824286.87,749,1336,2025-07-30,2025-07-31 10:30:30.559925
P60821292,服装鞋帽_款式234,2192,748,0.0247,489,408,4.4,3942854.92,811,1574,2025-07-13,2025-07-31 10:30:30.559925
P12058469,食品饮料_款式235,3116,445,0.1931,152,555,4.9,10774257.9,2383,2585,2025-07-15,2025-07-31 10:30:30.559925
P05548995,电子产品_款式236,8349,2598,0.203,172,2143,3.4,5922866.07,1431,5398,2025-07-26,2025-07-31 10:30:30.559925
P64896977,美妆个护_款式237,6967,3366,0.2558,295,3039,3.9,517143.12,4316,5440,2025-07-21,2025-07-31 10:30:30.559925
P26377502,家居用品_款式238,1445,635,0.2187,139,517,4.7,1155781.68,248,1239,2025-07-25,2025-07-31 10:30:30.559925
P51162571,家居用品_款式239,7472,3168,0.2369,79,3167,3.6,8638621.2,2790,6222,2025-07-16,2025-07-31 10:30:30.559925
P45041040,食品饮料_款式240,3348,1207,0.1215,409,1002,3.9,1269206.82,441,2618,2025-07-14,2025-07-31 10:30:30.559925
P18280407,美妆个护_款式241,5799,651,0.1179,341,592,4.8,15987182.22,3618,5151,2025-07-03,2025-07-31 10:30:30.559925
P55530575,服装鞋帽_款式242,2543,494,0.1563,68,1250,4.5,3261312.23,881,2116,2025-07-14,2025-07-31 10:30:30.559925
P48446019,家居用品_款式243,5977,610,0.0357,232,1829,4.7,8601924.48,1896,5348,2025-07-27,2025-07-31 10:30:30.559925
P20245049,家居用品_款式244,8844,1214,0.1988,88,2815,3.2,3124939.37,719,5829,2025-07-15,2025-07-31 10:30:30.559925
P40796184,食品饮料_款式245,8429,3417,0.2141,114,2756,3.5,20419036.26,5142,5352,2025-07-22,2025-07-31 10:30:30.559925
P49720471,服装鞋帽_款式246,8825,1892,0.1892,413,4342,3.9,18130345.51,3631,7807,2025-07-08,2025-07-31 10:30:30.559925
P38238461,家居用品_款式247,6715,2159,0.1981,387,3042,3.5,310010.1,1790,4134,2025-07-21,2025-07-31 10:30:30.559925
P93449094,服装鞋帽_款式248,2700,1344,0.1377,197,1198,3.3,161935.68,37,2424,2025-07-27,2025-07-31 10:30:30.559925
P25627630,家居用品_款式249,2467,452,0.1375,401,1031,3.4,4513643.18,2137,2177,2025-07-14,2025-07-31 10:30:30.559925
P31652679,电子产品_款式250,4604,1157,0.1666,304,2132,4.2,5259276.48,2976,3078,2025-07-07,2025-07-31 10:30:30.559925
P57448018,食品饮料_款式251,9744,2784,0.1776,278,2856,4.7,101265.09,267,5862,2025-07-08,2025-07-31 10:30:30.559925
P56040289,电子产品_款式252,7696,883,0.0391,334,1577,3.6,14086849.5,4650,5126,2025-07-09,2025-07-31 10:30:30.559925
P14664294,服装鞋帽_款式253,5417,2558,0.0956,311,1695,5.0,17228405.28,3558,4033,2025-07-17,2025-07-31 10:30:30.559925
P62777869,电子产品_款式254,5719,2644,0.0359,255,1073,3.7,2813444.48,4928,4348,2025-07-12,2025-07-31 10:30:30.559925
P71020173,美妆个护_款式255,7143,2840,0.0912,402,1127,4.7,3844660.38,1006,5594,2025-07-05,2025-07-31 10:30:30.559925
P62745378,服装鞋帽_款式256,1968,779,0.0711,469,646,4.6,2713464.0,1115,1719,2025-07-02,2025-07-31 10:30:30.559925
P08568931,食品饮料_款式257,1700,785,0.2911,114,390,4.5,321691.65,465,1170,2025-07-12,2025-07-31 10:30:30.559925
P34326032,电子产品_款式258,7589,958,0.2013,200,2247,4.0,5682009.2,3020,5717,2025-07-12,2025-07-31 10:30:30.559925
P73231673,电子产品_款式259,5235,2388,0.067,316,1547,4.8,17786900.04,4508,4620,2025-07-05,2025-07-31 10:30:30.559925
P84414207,食品饮料_款式260,5785,2224,0.2215,273,1471,4.5,10476999.01,2759,4980,2025-07-06,2025-07-31 10:30:30.559925
P98004832,服装鞋帽_款式261,543,172,0.1463,191,214,3.7,55584.0,64,473,2025-07-08,2025-07-31 10:30:30.559925
P53835014,美妆个护_款式262,1884,621,0.0919,85,558,3.0,938306.88,763,1593,2025-07-25,2025-07-31 10:30:30.559925
P50148322,美妆个护_款式263,6232,2835,0.0754,10,1830,3.3,11427933.65,2335,4925,2025-07-02,2025-07-31 10:30:30.559925
P27393186,食品饮料_款式264,8023,3548,0.2253,184,927,4.0,662208.82,442,6945,2025-07-22,2025-07-31 10:30:30.559925
P21791870,家居用品_款式265,7348,3039,0.0682,364,1410,3.4,14741458.2,4284,4706,2025-07-10,2025-07-31 10:30:30.559925
P16086648,美妆个护_款式266,6626,2504,0.2695,404,2780,4.1,677992.7,6454,4923,2025-07-18,2025-07-31 10:30:30.559925
P19857977,美妆个护_款式267,6704,2655,0.1193,351,2504,4.8,9470427.66,3303,5151,2025-07-01,2025-07-31 10:30:30.559925
P40627303,食品饮料_款式268,4526,1271,0.2579,380,1523,3.8,3873145.92,1504,3642,2025-07-21,2025-07-31 10:30:30.559925
P44801445,服装鞋帽_款式269,6520,1693,0.227,204,747,3.2,989805.6,3690,4984,2025-07-26,2025-07-31 10:30:30.559925
P90534406,美妆个护_款式270,4207,1428,0.235,234,1930,3.3,7999527.38,3497,3767,2025-07-12,2025-07-31 10:30:30.559925
P03787360,服装鞋帽_款式271,5884,812,0.2547,363,1996,3.0,28822.14,34,3564,2025-07-21,2025-07-31 10:30:30.559925
P65610431,食品饮料_款式272,4908,771,0.0594,21,927,3.0,6861682.8,2280,4043,2025-07-17,2025-07-31 10:30:30.559925
P16316100,食品饮料_款式273,8986,4037,0.2338,436,1989,4.6,2575540.8,1008,5491,2025-07-12,2025-07-31 10:30:30.559925
P02487280,服装鞋帽_款式274,8505,3042,0.2163,256,2840,4.4,24863231.07,5601,6561,2025-07-08,2025-07-31 10:30:30.559925
P62315534,电子产品_款式275,2870,446,0.0832,128,365,4.7,1508286.78,1287,2373,2025-07-10,2025-07-31 10:30:30.559925
P78644348,家居用品_款式276,5754,1887,0.1783,493,871,3.7,8945411.3,3290,4790,2025-07-13,2025-07-31 10:30:30.559925
P60394452,服装鞋帽_款式277,7163,2977,0.1294,253,1310,3.3,5671815.91,4607,4662,2025-07-01,2025-07-31 10:30:30.559925
P94848150,美妆个护_款式278,7924,3942,0.1928,360,2101,4.2,38937254.4,7920,5972,2025-07-25,2025-07-31 10:30:30.559925
P92976318,食品饮料_款式279,5868,2414,0.2545,494,1232,4.8,9861408.96,2544,5265,2025-07-27,2025-07-31 10:30:30.559925
P22943499,电子产品_款式280,3580,1462,0.2819,191,749,4.3,6721099.74,2349,3039,2025-07-24,2025-07-31 10:30:30.559925
P70609349,食品饮料_款式281,4637,1088,0.0436,142,2254,3.8,2577986.75,1103,3425,2025-07-19,2025-07-31 10:30:30.559925
P46285096,服装鞋帽_款式282,6001,1691,0.2729,301,2633,3.5,1390249.18,886,3748,2025-07-23,2025-07-31 10:30:30.559925
P13912990,美妆个护_款式283,2928,1289,0.03,55,374,4.5,9930559.03,2303,2499,2025-07-07,2025-07-31 10:30:30.559925
P16477181,美妆个护_款式284,5052,2128,0.1714,341,1452,4.0,7021412.25,3525,3331,2025-07-20,2025-07-31 10:30:30.559925
P76373038,美妆个护_款式285,8243,1230,0.241,161,2768,4.3,9876585.53,6223,5292,2025-07-09,2025-07-31 10:30:30.559925
P19794498,服装鞋帽_款式286,2138,1008,0.2996,75,919,3.7,4353447.04,904,1550,2025-07-17,2025-07-31 10:30:30.559925
P90373704,家居用品_款式287,4050,1714,0.0431,219,2000,3.3,2275911.2,1520,3505,2025-07-25,2025-07-31 10:30:30.559925
P32820955,电子产品_款式288,2733,1118,0.0779,181,837,4.0,456804.81,261,2137,2025-07-29,2025-07-31 10:30:30.559925
P25522869,美妆个护_款式289,5796,2119,0.2027,223,2230,3.9,1199117.45,3235,3848,2025-07-05,2025-07-31 10:30:30.559925
P09112302,服装鞋帽_款式290,1763,195,0.169,162,848,4.4,998771.43,263,1249,2025-07-18,2025-07-31 10:30:30.559925
P92893684,服装鞋帽_款式291,7003,1419,0.0725,140,2982,4.2,24367185.0,6898,5662,2025-07-27,2025-07-31 10:30:30.560923
P99193740,美妆个护_款式292,4398,516,0.016,167,1922,4.1,3861812.24,3887,3819,2025-07-21,2025-07-31 10:30:30.560923
P46071042,美妆个护_款式293,9211,1919,0.0843,408,3035,3.0,1365239.68,608,5688,2025-07-07,2025-07-31 10:30:30.560923
P23122340,美妆个护_款式294,4123,1540,0.2193,417,540,4.6,571466.51,3019,2761,2025-07-12,2025-07-31 10:30:30.560923
P39163109,电子产品_款式295,1930,659,0.0437,92,677,4.9,4727631.5,1930,1542,2025-07-08,2025-07-31 10:30:30.560923
P68707839,美妆个护_款式296,3723,1352,0.0617,352,1286,4.8,3688824.04,2078,2914,2025-07-06,2025-07-31 10:30:30.560923
P79696634,服装鞋帽_款式297,2928,1156,0.1402,79,866,3.0,864726.0,668,2502,2025-07-22,2025-07-31 10:30:30.560923
P20257351,家居用品_款式298,2553,712,0.2328,101,919,3.2,1030878.09,1749,1878,2025-07-05,2025-07-31 10:30:30.560923
P73694054,电子产品_款式299,1927,647,0.0182,96,495,3.1,2735398.4,560,1709,2025-07-07,2025-07-31 10:30:30.560923
P32104145,服装鞋帽_款式300,1468,489,0.2208,434,476,3.0,3613703.12,1048,1184,2025-07-14,2025-07-31 10:30:30.560923
P34713312,电子产品_款式301,3017,1239,0.1977,197,1111,4.0,1347325.84,2506,2171,2025-07-14,2025-07-31 10:30:30.560923
P16029412,家居用品_款式302,874,130,0.2906,220,403,3.2,3415200.32,749,625,2025-07-12,2025-07-31 10:30:30.560923
P62744629,食品饮料_款式303,8962,4219,0.2712,333,1803,4.3,452388.2,110,5905,2025-07-04,2025-07-31 10:30:30.560923
P83133944,家居用品_款式304,4616,1231,0.093,268,1867,4.3,8086481.62,3962,3917,2025-07-02,2025-07-31 10:30:30.560923
P58248845,家居用品_款式305,5082,603,0.047,31,790,4.7,1809194.4,1836,4355,2025-07-22,2025-07-31 10:30:30.560923
P87588402,美妆个护_款式306,7959,1197,0.2724,255,2206,4.9,3771277.5,3011,6090,2025-07-20,2025-07-31 10:30:30.560923
P52236121,美妆个护_款式307,3554,1473,0.0247,12,515,3.1,441379.4,140,2397,2025-07-09,2025-07-31 10:30:30.560923
P73853851,食品饮料_款式308,1277,535,0.1757,124,344,3.3,1838060.4,440,819,2025-07-13,2025-07-31 10:30:30.560923
P22339544,电子产品_款式309,2634,717,0.0961,481,1278,4.4,411418.48,2024,1970,2025-07-19,2025-07-31 10:30:30.560923
P52676102,电子产品_款式310,4833,1577,0.1766,302,1576,4.0,2609546.73,2191,3298,2025-07-02,2025-07-31 10:30:30.560923
P54581242,家居用品_款式311,1954,479,0.2489,156,918,4.8,1607524.44,678,1238,2025-07-15,2025-07-31 10:30:30.560923
P21411844,美妆个护_款式312,5828,1368,0.1532,274,1906,4.8,7423675.56,1554,5241,2025-07-14,2025-07-31 10:30:30.560923
P36858232,服装鞋帽_款式313,2174,709,0.2112,19,710,3.0,409821.81,157,1690,2025-07-15,2025-07-31 10:30:30.560923
P08047983,电子产品_款式314,7527,1963,0.1885,13,2654,3.8,11898510.65,5395,6511,2025-07-13,2025-07-31 10:30:30.560923
P39140000,服装鞋帽_款式315,7863,2555,0.1556,111,3904,4.9,5253593.98,5066,5022,2025-07-11,2025-07-31 10:30:30.560923
P29208360,食品饮料_款式316,7004,3046,0.0214,122,1238,3.5,2044180.25,2443,4578,2025-07-26,2025-07-31 10:30:30.560923
P34348744,食品饮料_款式317,4907,2266,0.0999,111,2200,4.9,20074408.2,4788,3673,2025-07-12,2025-07-31 10:30:30.560923
P28997611,美妆个护_款式318,3413,1491,0.1118,330,406,4.4,5847379.34,2449,2184,2025-07-08,2025-07-31 10:30:30.560923
P71930349,家居用品_款式319,2306,780,0.102,252,770,4.8,4923806.58,1893,1899,2025-07-21,2025-07-31 10:30:30.560923
P57068917,电子产品_款式320,9970,1073,0.0455,60,3871,4.5,3379375.48,3484,7210,2025-07-09,2025-07-31 10:30:30.560923
P18049938,家居用品_款式321,6695,1158,0.2858,151,1470,3.3,8233005.69,2067,4030,2025-07-11,2025-07-31 10:30:30.560923
P45138299,电子产品_款式322,5004,2084,0.1492,197,2357,5.0,756512.85,915,3019,2025-07-22,2025-07-31 10:30:30.560923
P38990385,食品饮料_款式323,1691,630,0.2284,194,654,4.9,2245576.96,688,1499,2025-07-29,2025-07-31 10:30:30.560923
P68338553,食品饮料_款式324,4727,1678,0.1255,296,1917,4.8,487755.36,1062,4017,2025-07-10,2025-07-31 10:30:30.560923
P60919184,食品饮料_款式325,2169,759,0.128,457,409,4.7,1982254.2,2019,1892,2025-07-22,2025-07-31 10:30:30.560923
P48475078,服装鞋帽_款式326,2003,866,0.0736,367,981,3.6,4574795.76,1269,1795,2025-07-18,2025-07-31 10:30:30.560923
P81875725,电子产品_款式327,4683,930,0.2209,286,1438,3.5,399842.38,119,3290,2025-07-02,2025-07-31 10:30:30.560923
P29310584,服装鞋帽_款式328,620,65,0.1694,141,203,4.9,1219927.46,274,388,2025-07-03,2025-07-31 10:30:30.560923
P76820275,电子产品_款式329,5486,608,0.2561,484,1249,3.3,1779166.64,3316,3908,2025-07-22,2025-07-31 10:30:30.560923
P99122958,家居用品_款式330,2208,489,0.0103,148,700,3.4,425488.09,1349,1818,2025-07-19,2025-07-31 10:30:30.560923
P42715471,家居用品_款式331,8983,2884,0.2743,102,1540,4.2,9481052.95,5381,7310,2025-07-24,2025-07-31 10:30:30.560923
P04547081,家居用品_款式332,7893,2729,0.1245,471,2442,4.7,6958733.58,3798,4918,2025-07-27,2025-07-31 10:30:30.560923
P16857251,美妆个护_款式333,7376,1290,0.087,137,947,3.6,7537858.68,4269,6586,2025-07-15,2025-07-31 10:30:30.560923
P18743702,食品饮料_款式334,8689,3891,0.2347,140,2808,3.7,4925642.54,1261,6008,2025-07-05,2025-07-31 10:30:30.560923
P26039319,家居用品_款式335,9627,4013,0.0585,445,3221,3.1,42940224.04,8876,7811,2025-07-22,2025-07-31 10:30:30.560923
P03107864,家居用品_款式336,7875,3753,0.2602,39,1022,4.4,23434555.76,5831,6938,2025-07-28,2025-07-31 10:30:30.560923
P83657190,服装鞋帽_款式337,3335,975,0.0972,320,556,3.5,120787.5,125,2666,2025-07-21,2025-07-31 10:30:30.560923
P92598558,食品饮料_款式338,8357,3250,0.2354,339,2002,3.2,18254398.88,5009,6738,2025-07-16,2025-07-31 10:30:30.560923
P75638150,家居用品_款式339,9850,1005,0.0189,313,4749,3.7,26106300.6,6702,7762,2025-07-07,2025-07-31 10:30:30.560923
P47695723,服装鞋帽_款式340,9875,1417,0.0782,96,2063,3.5,7196556.76,3028,6907,2025-07-07,2025-07-31 10:30:30.560923
P15033564,家居用品_款式341,4655,972,0.1574,469,691,3.8,12275425.66,2813,2811,2025-07-02,2025-07-31 10:30:30.560923
P57232250,电子产品_款式342,8043,3699,0.2113,281,2543,3.5,5452941.77,1361,7058,2025-07-21,2025-07-31 10:30:30.560923
P98312394,美妆个护_款式343,812,233,0.0357,477,303,3.1,2711837.17,653,626,2025-07-25,2025-07-31 10:30:30.560923
P57664791,服装鞋帽_款式344,7659,914,0.2582,457,1255,4.2,10819762.72,2678,4708,2025-07-22,2025-07-31 10:30:30.560923
P12902987,美妆个护_款式345,9481,3110,0.101,291,2205,3.5,7163244.93,2311,7681,2025-07-17,2025-07-31 10:30:30.560923
P66120984,美妆个护_款式346,4290,574,0.0466,324,542,4.6,3496555.37,1393,3654,2025-07-11,2025-07-31 10:30:30.560923
P05900108,服装鞋帽_款式347,3409,998,0.0359,253,790,3.6,2573114.39,3179,3009,2025-07-08,2025-07-31 10:30:30.560923
P53451256,食品饮料_款式348,3665,571,0.1208,431,1530,3.9,8894358.86,2414,2340,2025-07-10,2025-07-31 10:30:30.560923
P91691074,食品饮料_款式349,5482,912,0.0665,94,1460,5.0,9546870.41,3637,4208,2025-07-17,2025-07-31 10:30:30.560923
P89177829,食品饮料_款式350,2397,588,0.0105,321,713,4.0,1075114.25,2359,2083,2025-07-26,2025-07-31 10:30:30.560923
P63788237,服装鞋帽_款式351,8272,3594,0.0771,297,3016,4.4,6175285.44,3232,6172,2025-07-07,2025-07-31 10:30:30.560923
P36171809,电子产品_款式352,4836,1420,0.0326,106,946,4.6,16818622.5,3625,3856,2025-07-06,2025-07-31 10:30:30.560923
P01713374,电子产品_款式353,9320,3918,0.2892,47,3164,4.8,8418072.44,7627,7205,2025-07-09,2025-07-31 10:30:30.560923
P18862877,电子产品_款式354,9560,1262,0.114,187,1298,4.9,4033271.4,1569,7580,2025-07-28,2025-07-31 10:30:30.560923
P27067213,食品饮料_款式355,3739,1275,0.0641,412,871,4.8,11613562.92,2754,3011,2025-07-24,2025-07-31 10:30:30.560923
P19000702,食品饮料_款式356,2050,215,0.0822,100,803,3.6,2405296.2,534,1561,2025-07-01,2025-07-31 10:30:30.560923
P72398106,服装鞋帽_款式357,7497,1066,0.2907,12,2146,4.8,8343048.4,4670,6121,2025-07-05,2025-07-31 10:30:30.560923
P89042086,食品饮料_款式358,9943,4504,0.1866,57,4599,4.1,21530281.84,8542,7389,2025-07-14,2025-07-31 10:30:30.560923
P17180226,电子产品_款式359,6175,886,0.2823,242,2166,4.7,605980.8,848,4216,2025-07-11,2025-07-31 10:30:30.560923
P15279152,家居用品_款式360,1302,177,0.1627,311,523,3.7,595873.44,144,889,2025-07-26,2025-07-31 10:30:30.560923
P44468759,服装鞋帽_款式361,5801,2674,0.0346,143,946,4.3,1479777.52,338,5043,2025-07-01,2025-07-31 10:30:30.560923
P63937297,电子产品_款式362,2707,440,0.1978,408,872,3.8,5268087.44,1771,1845,2025-07-29,2025-07-31 10:30:30.560923
P38766011,服装鞋帽_款式363,3598,840,0.2547,131,1325,3.0,5904095.55,2631,3165,2025-07-22,2025-07-31 10:30:30.560923
P11540737,美妆个护_款式364,7042,2558,0.1737,467,1502,4.9,20990448.9,4442,4271,2025-07-21,2025-07-31 10:30:30.560923
P85629523,美妆个护_款式365,9388,2816,0.0585,495,4001,3.5,2633563.65,1205,8326,2025-07-07,2025-07-31 10:30:30.560923
P64583408,美妆个护_款式366,6342,746,0.0493,423,2314,4.2,29886383.9,6242,5527,2025-07-29,2025-07-31 10:30:30.560923
P82139624,服装鞋帽_款式367,6232,2561,0.2915,382,3042,4.6,1397542.05,2853,5592,2025-07-25,2025-07-31 10:30:30.560923
P17577551,食品饮料_款式368,1907,207,0.2773,432,659,4.4,2394183.34,853,1661,2025-07-18,2025-07-31 10:30:30.560923
P39606810,服装鞋帽_款式369,2200,948,0.2771,218,686,3.7,4857038.34,1978,1559,2025-07-06,2025-07-31 10:30:30.560923
P63391222,电子产品_款式370,2940,1242,0.2858,388,375,4.7,1291795.05,1365,2453,2025-07-30,2025-07-31 10:30:30.560923
P79787552,服装鞋帽_款式371,7709,2671,0.0804,43,1868,3.8,6383146.9,2470,5770,2025-07-07,2025-07-31 10:30:30.560923
P51378462,服装鞋帽_款式372,2295,562,0.258,373,1044,4.7,3622147.2,1908,1516,2025-07-17,2025-07-31 10:30:30.560923
P56326585,食品饮料_款式373,9546,3785,0.166,167,2665,3.4,1449676.6,3554,6614,2025-07-05,2025-07-31 10:30:30.560923
P58856678,食品饮料_款式374,9079,1605,0.1193,30,3280,3.7,11750586.32,4012,7870,2025-07-29,2025-07-31 10:30:30.560923
P16976164,美妆个护_款式375,2970,973,0.1262,63,475,4.8,451160.22,446,2026,2025-07-01,2025-07-31 10:30:30.560923
P98533794,家居用品_款式376,1050,509,0.0762,101,522,4.7,212016.5,118,884,2025-07-19,2025-07-31 10:30:30.560923
P17702212,食品饮料_款式377,9720,1711,0.0286,107,1997,3.5,5139456.01,2311,7229,2025-07-25,2025-07-31 10:30:30.560923
P11617897,家居用品_款式378,2302,1035,0.1666,203,1063,3.1,7690389.84,1596,1843,2025-07-10,2025-07-31 10:30:30.560923
P85617874,电子产品_款式379,1109,307,0.0982,129,545,3.8,2174277.8,860,835,2025-07-05,2025-07-31 10:30:30.560923
P58413794,服装鞋帽_款式380,6543,2245,0.2269,373,2691,4.0,3553550.97,1191,5509,2025-07-13,2025-07-31 10:30:30.560923
P87541275,美妆个护_款式381,6777,3003,0.1758,254,2023,4.0,7358.32,103,5545,2025-07-01,2025-07-31 10:30:30.560923
P78481543,服装鞋帽_款式382,1057,291,0.1948,129,407,3.3,55934.38,74,638,2025-07-21,2025-07-31 10:30:30.560923
P09108222,服装鞋帽_款式383,9486,2914,0.1719,30,3429,4.9,3554158.72,1088,6568,2025-07-04,2025-07-31 10:30:30.560923
P76688353,美妆个护_款式384,1208,486,0.1654,245,565,3.1,703718.4,165,927,2025-07-24,2025-07-31 10:30:30.560923
P28583777,食品饮料_款式385,7078,1644,0.1372,181,3040,4.9,18336545.92,6391,5696,2025-07-25,2025-07-31 10:30:30.560923
P69099788,家居用品_款式386,3115,1031,0.1593,103,1159,4.3,12846222.72,3099,2076,2025-07-16,2025-07-31 10:30:30.560923
P38770369,服装鞋帽_款式387,508,109,0.1185,103,114,4.6,653189.6,140,328,2025-07-25,2025-07-31 10:30:30.560923
P39873639,电子产品_款式388,6250,1353,0.0678,150,2406,3.1,6284568.25,5305,5291,2025-07-28,2025-07-31 10:30:30.560923
P47075303,家居用品_款式389,5171,2314,0.248,408,1544,4.5,20446425.04,4852,3545,2025-07-28,2025-07-31 10:30:30.560923
P44183539,电子产品_款式390,1362,276,0.2272,168,147,4.3,1287963.54,293,863,2025-07-08,2025-07-31 10:30:30.560923
P30262132,美妆个护_款式391,8292,2721,0.1038,240,3236,3.9,26796194.64,6114,6973,2025-07-26,2025-07-31 10:30:30.560923
P27484821,美妆个护_款式392,2002,841,0.2721,108,625,4.9,8171865.8,1652,1446,2025-07-15,2025-07-31 10:30:30.560923
P86655592,家居用品_款式393,9667,3761,0.3,367,2678,4.0,1531989.0,5100,8379,2025-07-23,2025-07-31 10:30:30.560923
P54736653,服装鞋帽_款式394,1592,793,0.0231,408,608,4.7,5472263.97,1401,1173,2025-07-29,2025-07-31 10:30:30.560923
P63562168,美妆个护_款式395,9030,3873,0.1603,171,4502,3.7,13712729.55,5595,5781,2025-07-16,2025-07-31 10:30:30.560923
P97103379,家居用品_款式396,1213,233,0.2548,28,590,3.2,2784830.94,747,996,2025-07-20,2025-07-31 10:30:30.560923
P99146302,食品饮料_款式397,8626,2596,0.0416,191,4305,4.1,15917518.55,8555,6444,2025-07-03,2025-07-31 10:30:30.560923
P25170302,食品饮料_款式398,1619,518,0.2078,286,242,4.8,1654033.02,402,1362,2025-07-29,2025-07-31 10:30:30.560923
P96768263,电子产品_款式399,4254,2009,0.2419,60,1827,5.0,19257641.16,4204,2590,2025-07-28,2025-07-31 10:30:30.560923
P13015844,食品饮料_款式400,7515,751,0.0692,307,1384,4.8,15820966.02,5066,5201,2025-07-03,2025-07-31 10:30:30.560923
P15539048,服装鞋帽_款式401,5597,2234,0.1814,91,1786,4.3,8092366.4,1658,3841,2025-07-30,2025-07-31 10:30:30.560923
P16927644,电子产品_款式402,1047,221,0.0351,317,114,3.1,777271.95,513,849,2025-07-18,2025-07-31 10:30:30.560923
P45306998,家居用品_款式403,4329,1077,0.0779,253,1870,3.6,13146124.76,3508,2817,2025-07-24,2025-07-31 10:30:30.560923
