product_id,product_name,stat_date,traffic_acquisition_score,traffic_conversion_score,content_marketing_score,customer_acquisition_score,service_quality_score,total_score,level,amount,price,sales_num,visitor_num,visitor_sales_ratio
P02375,男装升级版,2025-01-11,32.19,80.23,92.03,40.19,26.8,54.29,C,5759667.32,2871.22,2006,49100,24.48
P02376,家电特惠款,2025-01-17,25.69,11.04,45.54,5.71,0.05,17.61,D,9122543.15,1959.73,4655,98702,21.2
P02377,男装升级版,2025-01-18,73.51,7.88,34.74,88.17,4.15,41.69,D,31485512.19,8753.27,3597,82663,22.98
P02378,女装限量款,2025-01-18,79.85,73.77,23.22,50.19,94.38,64.28,C,12956760.65,5382.95,2407,15297,6.36
P02379,玩具升级版,2025-01-26,82.27,5.2,25.6,47.85,9.79,34.14,D,1808014.04,2662.76,679,1139,1.68
P02380,男装升级版,2025-01-26,51.65,0.2,94.04,36.58,36.27,43.75,D,11626065.16,7076.12,1643,20776,12.65
P02381,女装升级版,2025-01-06,54.4,80.98,58.99,58.31,26.07,55.75,C,22915631.7,8440.38,2715,62602,23.06
P02382,家电特惠款,2025-01-13,3.08,92.08,60.85,86.45,61.16,60.72,C,2094923.22,4447.82,471,3727,7.91
P02383,食品限量款,2025-01-17,24.28,13.77,68.26,20.92,42.4,33.93,D,14839376.8,8791.1,1688,41292,24.46
P02384,男装升级版,2025-01-08,62.4,15.95,43.66,74.88,56.2,50.62,C,1597241.82,354.47,4506,11632,2.58
P02385,食品特惠款,2025-01-01,72.52,13.31,1.26,8.67,65.46,32.24,D,15545975.58,3521.97,4414,106261,24.07
P02386,食品基础款,2025-01-05,5.06,6.3,75.63,57.12,5.43,29.91,D,14833339.29,3777.27,3927,65772,16.75
P02387,图书特惠款,2025-01-19,49.32,14.97,94.48,92.16,75.86,65.36,C,10849328.85,6523.95,1663,41620,25.03
P02388,图书基础款,2025-01-15,14.23,23.13,63.39,34.08,1.53,27.27,D,158785.68,6616.07,24,709,29.54
P02389,图书升级版,2025-01-15,56.55,4.69,22.51,67.24,33.5,36.9,D,25600031.01,7952.79,3219,88029,27.35
P02390,食品限量款,2025-01-09,54.19,84.71,20.82,96.24,18.1,54.81,C,2630796.6,558.2,4713,102968,21.85
P02391,家电升级版,2025-01-29,63.18,49.58,44.41,15.14,97.76,54.01,C,652805.32,287.96,2267,6558,2.89
P02392,男装特惠款,2025-01-25,63.83,58.63,59.58,72.02,72.79,65.37,C,16857992.7,7374.45,2286,50398,22.05
P02393,家居升级版,2025-01-27,36.12,34.21,31.94,87.83,10.31,40.08,D,14667074.4,5598.12,2620,12384,4.73
P02394,家居限量款,2025-01-13,92.46,28.64,2.66,12.56,12.73,29.81,D,6634485.07,3269.83,2029,58330,28.75
P02395,玩具特惠款,2025-01-12,19.41,10.89,58.29,53.69,65.28,41.51,D,13754579.3,5103.74,2695,30042,11.15
P02396,美妆升级版,2025-01-19,5.99,65.44,61.44,68.03,78.16,55.81,C,567656.1,182.82,3105,45943,14.8
P02397,男装特惠款,2025-01-12,25.65,59.97,72.21,69.86,92.83,64.1,C,6813552.64,7690.24,886,6872,7.76
P02398,女装升级版,2025-01-19,83.3,1.47,80.51,72.88,14.18,50.47,C,15654496.48,3673.04,4262,121917,28.61
P02399,食品基础款,2025-01-13,54.59,15.37,5.52,7.33,96.01,35.76,D,37455851.02,8602.63,4354,5707,1.31
P02400,玩具升级版,2025-01-02,52.08,68.87,98.84,25.81,81.55,65.43,C,7471209.2,2052.53,3640,79739,21.91
P02401,家电限量款,2025-01-12,17.86,86.9,65.66,93.5,63.1,65.4,C,9491999.02,6989.69,1358,21897,16.12
P02402,玩具限量款,2025-01-07,91.15,68.0,14.6,44.16,25.36,48.65,D,23765529.2,9175.88,2590,57901,22.36
P02403,女装特惠款,2025-01-23,43.23,8.49,56.74,5.89,19.66,26.8,D,1800430.61,463.67,3883,12810,3.3
P02404,男装特惠款,2025-01-21,75.47,25.64,4.47,89.75,92.89,57.64,C,5252070.4,5442.56,965,19012,19.7
P02405,美妆特惠款,2025-01-15,98.28,47.41,51.41,73.47,30.56,60.23,C,6683011.43,2431.07,2749,42930,15.62
P02406,家电基础款,2025-01-13,28.48,44.54,93.66,76.65,1.62,48.99,D,10953083.7,9361.61,1170,24838,21.23
P02407,男装特惠款,2025-01-18,10.56,61.47,58.39,38.07,43.09,42.32,D,1895343.2,6214.24,305,7747,25.4
P02408,男装升级版,2025-01-05,22.72,37.77,1.07,18.48,24.63,20.93,D,19192246.51,8033.59,2389,65691,27.5
P02409,图书特惠款,2025-01-06,46.57,82.9,17.73,82.16,42.98,54.47,C,1333979.29,6147.37,217,5373,24.76
P02410,玩具基础款,2025-01-15,54.37,51.06,17.08,75.05,97.25,58.96,C,748888.0,1088.5,688,14756,21.45
P02411,食品升级版,2025-01-25,17.66,85.67,39.84,64.94,99.64,61.55,C,13765813.92,3748.86,3672,31933,8.7
P02412,图书升级版,2025-01-09,76.49,34.66,52.57,46.01,82.79,58.5,C,12924318.76,4447.46,2906,44474,15.3
P02413,家电升级版,2025-01-02,75.56,49.21,77.44,27.75,15.69,49.13,D,18368874.65,5344.45,3437,79787,23.21
P02414,家居基础款,2025-01-20,47.17,88.9,33.77,22.74,11.54,40.82,D,26795509.2,6732.54,3980,98074,24.64
P02415,玩具升级版,2025-01-21,90.05,54.8,12.11,45.63,52.17,50.95,C,794566.65,1826.59,435,2159,4.96
P02416,玩具特惠款,2025-01-04,54.32,10.92,74.03,98.11,31.29,53.73,C,14383863.88,6962.18,2066,15693,7.6
P02417,图书基础款,2025-01-28,7.11,20.06,95.11,76.67,3.45,40.48,D,17158015.1,5588.93,3070,19864,6.47
P02418,玩具限量款,2025-01-07,65.55,6.78,60.68,45.28,4.55,36.57,D,4080424.8,7158.64,570,6067,10.64
P02419,玩具限量款,2025-01-27,20.63,35.91,86.37,76.5,53.25,54.53,C,14986149.22,8265.94,1813,43165,23.81
P02420,玩具升级版,2025-01-20,28.36,72.09,13.82,49.19,25.84,37.86,D,13407887.61,2687.49,4989,93897,18.82
P02421,女装限量款,2025-01-26,97.4,13.23,58.97,87.08,27.28,56.79,C,15588445.84,5224.01,2984,73017,24.47
P02422,玩具限量款,2025-01-01,24.52,38.93,50.15,99.38,9.1,44.42,D,19934042.38,6217.73,3206,18603,5.8
P02423,图书基础款,2025-01-23,55.19,82.45,48.59,94.58,81.57,72.48,B,4123318.44,1815.64,2271,7777,3.42
P02424,食品限量款,2025-01-16,45.2,49.01,50.07,61.93,0.37,41.32,D,1931574.2,2922.2,661,14421,21.82
P02425,男装升级版,2025-01-29,3.2,68.43,2.27,7.36,98.54,35.96,D,10283732.64,5790.39,1776,53005,29.85
P02426,家电基础款,2025-01-23,22.3,83.61,84.52,57.42,62.25,62.02,C,6480420.63,7256.91,893,23421,26.23
P02427,玩具特惠款,2025-01-21,82.4,21.25,36.12,23.12,93.56,51.29,C,3300963.01,9351.17,353,740,2.1
P02428,玩具特惠款,2025-01-20,81.34,1.74,95.88,98.63,99.86,75.49,B,5714943.7,7828.69,730,3663,5.02
P02429,玩具升级版,2025-01-15,90.13,5.83,25.63,29.51,8.7,31.96,D,7074196.35,2634.71,2685,53061,19.76
P02430,男装基础款,2025-01-26,0.97,76.12,95.39,67.35,3.37,48.64,D,22140999.72,5177.97,4276,53168,12.43
P02431,男装限量款,2025-01-08,85.18,36.77,60.35,83.01,72.16,67.49,C,17849034.51,5238.93,3407,75672,22.21
P02432,女装升级版,2025-01-07,69.14,84.82,31.23,99.23,5.78,58.04,C,810546.32,875.32,926,24069,25.99
P02433,食品限量款,2025-01-12,69.14,5.38,14.28,40.11,33.13,32.41,D,11168018.25,8759.23,1275,10390,8.15
P02434,家居升级版,2025-01-30,48.8,31.22,47.46,44.31,21.7,38.7,D,14178539.5,4090.75,3466,33863,9.77
P02435,图书基础款,2025-01-29,24.62,17.4,10.35,60.14,11.11,24.72,D,38864902.41,9646.29,4029,57952,14.38
P02436,男装基础款,2025-01-25,19.29,62.51,15.15,79.21,49.14,45.06,D,12699876.48,3187.72,3984,48887,12.27
P02437,食品升级版,2025-01-03,71.49,91.8,97.1,86.55,5.34,70.46,B,10745621.62,8603.38,1249,19489,15.6
P02438,家居特惠款,2025-01-19,61.45,49.87,72.07,75.47,24.78,56.73,C,6106459.05,1717.71,3555,79135,22.26
P02439,食品特惠款,2025-01-12,44.15,71.93,14.2,59.56,72.44,52.46,C,30471918.92,9887.06,3082,38882,12.62
P02440,男装基础款,2025-01-09,39.84,21.48,41.77,13.94,25.4,28.49,D,874696.0,1128.64,775,21112,27.24
P02441,玩具限量款,2025-01-27,76.63,67.66,44.86,25.1,86.71,60.19,C,26289434.32,7474.96,3517,33893,9.64
P02442,玩具升级版,2025-01-17,54.76,77.34,5.33,13.94,95.15,49.3,D,12861103.86,7062.66,1821,8355,4.59
P02443,食品基础款,2025-01-18,68.13,97.24,22.99,62.18,20.1,54.13,C,391139.19,2160.99,181,4957,27.39
P02444,家电特惠款,2025-01-27,26.43,87.47,15.55,31.94,76.89,47.66,D,2893907.38,804.31,3598,37245,10.35
P02445,玩具基础款,2025-01-21,20.17,87.34,67.63,5.23,3.89,36.85,D,1325684.16,6081.12,218,2978,13.66
P02446,食品基础款,2025-01-22,57.0,34.61,37.53,50.55,9.11,37.76,D,12567292.43,5264.89,2387,61748,25.87
P02447,图书基础款,2025-01-04,61.16,88.47,87.89,4.62,73.22,63.07,C,22292874.6,9430.15,2364,38355,16.22
P02448,玩具基础款,2025-01-24,34.39,12.05,27.49,92.03,28.86,38.96,D,5083678.6,1031.8,4927,88349,17.93
P02449,美妆升级版,2025-01-25,9.51,73.18,46.57,57.04,47.47,46.75,D,28752232.24,6901.64,4166,124636,29.92
P02450,家居限量款,2025-01-25,64.91,93.42,42.66,45.2,19.47,53.13,C,615770.61,802.83,767,7312,9.53
P02451,美妆特惠款,2025-01-16,41.24,9.74,62.36,74.07,81.91,53.86,C,14888312.32,4010.86,3712,57203,15.41
P02452,家电基础款,2025-01-28,99.29,5.88,59.24,79.78,75.65,63.97,C,21935394.83,5000.09,4387,96943,22.1
P02453,美妆基础款,2025-01-01,99.99,21.19,1.01,63.1,39.23,44.9,D,2170413.63,1043.97,2079,22373,10.76
P02454,家居特惠款,2025-01-01,43.26,6.2,81.95,84.11,98.76,62.86,C,6331519.08,2130.39,2972,8975,3.02
P02455,图书升级版,2025-01-20,75.37,5.25,98.85,43.04,60.64,56.63,C,7390097.76,4701.08,1572,37569,23.9
P02456,男装限量款,2025-01-14,0.17,76.2,72.35,57.11,46.89,50.54,C,10734316.56,2966.92,3618,61436,16.98
P02457,食品限量款,2025-01-01,88.07,73.35,29.22,53.58,22.94,53.43,C,2258646.39,1086.41,2079,28534,13.72
P02458,食品基础款,2025-01-29,6.57,18.16,50.73,54.91,14.91,29.06,D,8725049.55,2245.83,3885,112513,28.96
P02459,女装特惠款,2025-01-29,28.17,99.25,81.86,34.1,55.66,59.81,C,17359662.16,6506.62,2668,28136,10.55
P02460,家电特惠款,2025-01-17,97.65,40.64,21.7,35.01,96.53,58.31,C,8863295.0,2555.0,3469,87738,25.29
P02461,女装特惠款,2025-01-14,98.29,35.31,68.47,60.28,52.86,63.04,C,2457376.9,520.3,4723,59691,12.64
P02462,食品基础款,2025-01-03,10.42,38.79,87.05,24.6,36.09,39.39,D,11996693.82,4204.94,2853,81374,28.52
P02463,女装升级版,2025-01-10,11.9,11.01,69.4,47.25,15.51,31.01,D,10254930.4,7540.39,1360,5885,4.33
P02464,男装限量款,2025-01-07,15.79,88.66,26.86,55.64,51.13,47.62,D,22768270.36,5510.23,4132,49629,12.01
P02465,男装特惠款,2025-01-19,82.9,15.77,25.76,94.73,67.46,57.32,C,2002723.76,4860.98,412,1777,4.31
P02466,女装基础款,2025-01-22,58.43,68.46,78.06,92.53,13.51,62.2,C,47333031.72,9531.42,4966,120539,24.27
P02467,美妆特惠款,2025-01-02,7.75,65.51,71.64,59.32,28.23,46.49,D,7479208.74,3289.01,2274,14932,6.57
P02468,玩具基础款,2025-01-24,30.39,73.19,51.12,12.43,65.42,46.51,D,8848141.92,8623.92,1026,2541,2.48
P02469,女装特惠款,2025-01-01,41.61,81.58,58.76,75.48,72.35,65.96,C,4847988.6,8287.16,585,14038,24.0
P02470,图书特惠款,2025-01-12,17.3,15.92,34.89,20.23,97.17,37.1,D,22742400.89,5829.89,3901,91355,23.42
P02471,家电特惠款,2025-01-25,15.98,23.33,39.63,66.31,47.14,38.48,D,30092016.78,8130.78,3701,53147,14.36
P02472,图书限量款,2025-01-13,43.21,52.55,37.44,71.52,18.59,44.66,D,13733978.22,2762.82,4971,58546,11.78
P02473,男装基础款,2025-01-22,82.62,56.44,3.52,70.62,73.1,57.26,C,4621836.0,7703.06,600,8764,14.61
P02474,食品升级版,2025-01-01,24.83,20.26,80.3,39.58,88.63,50.72,C,10678160.02,8846.86,1207,30291,25.1
P02475,家电升级版,2025-01-14,76.69,93.84,58.72,47.83,76.08,70.63,B,22211269.69,6469.93,3433,11038,3.22
P02476,女装升级版,2025-01-06,91.4,20.04,68.67,40.36,70.66,58.23,C,160787.12,82.16,1957,26422,13.5
P02477,家电基础款,2025-01-28,81.64,58.24,83.01,38.73,36.65,59.65,C,3972567.9,3578.89,1110,19326,17.41
P02478,食品基础款,2025-01-27,83.33,90.67,11.99,7.46,92.78,57.25,C,3196300.5,5759.1,555,5807,10.46
P02479,女装限量款,2025-01-11,3.5,70.44,63.53,75.83,80.73,58.81,C,904679.58,3005.58,301,5259,17.47
P02480,玩具特惠款,2025-01-19,43.33,5.05,6.76,59.81,88.82,40.75,D,27531981.6,6159.28,4470,113001,25.28
P02481,男装特惠款,2025-01-20,92.4,43.66,13.93,31.72,86.07,53.56,C,17865094.8,3620.08,4935,68499,13.88
P02482,玩具限量款,2025-01-08,46.38,51.37,30.05,11.7,48.6,37.62,D,19836143.97,4255.77,4661,90250,19.36
P02483,食品基础款,2025-01-06,7.05,79.93,90.63,76.1,33.55,57.45,C,33345711.82,8796.02,3791,98355,25.94
P02484,家电特惠款,2025-01-04,82.5,52.4,60.48,58.19,94.08,69.53,C,28007404.67,8826.79,3173,87575,27.6
P02485,男装升级版,2025-01-03,83.55,52.16,34.05,59.64,72.82,60.44,C,33922295.16,7720.14,4394,63927,14.55
P02486,女装限量款,2025-01-29,52.49,83.97,86.65,45.58,97.29,73.2,B,9122304.07,5634.53,1619,9478,5.85
P02487,玩具特惠款,2025-01-20,69.56,29.47,74.94,100.0,95.05,73.8,B,3216825.84,2131.76,1509,24957,16.54
P02488,男装特惠款,2025-01-08,9.67,96.04,40.29,64.82,88.09,59.78,C,38831285.26,9341.18,4157,75616,18.19
P02489,食品升级版,2025-01-19,79.93,60.18,35.77,87.19,98.53,72.32,B,11840464.56,8361.91,1416,38207,26.98
P02490,家电基础款,2025-01-23,31.39,22.25,45.3,83.92,83.85,53.34,C,22767789.24,9110.76,2499,54807,21.93
P02491,家居特惠款,2025-01-16,30.96,63.45,4.9,10.98,84.29,38.92,D,39123486.36,8076.69,4844,42481,8.77
P02492,玩具基础款,2025-01-19,54.93,87.32,54.83,25.22,26.56,49.77,D,1467172.3,6379.01,230,1731,7.53
P02493,玩具限量款,2025-01-03,7.43,84.5,22.17,27.44,42.72,36.85,D,4283891.1,1399.05,3062,74580,24.36
P02494,玩具限量款,2025-01-19,40.0,37.43,42.17,66.4,63.03,49.81,D,10055239.85,4198.43,2395,30079,12.56
P02495,食品特惠款,2025-01-05,99.66,19.13,97.65,11.84,70.62,59.78,C,17016751.29,4333.27,3927,75537,19.24
P02496,美妆特惠款,2025-01-02,67.14,44.3,59.45,73.93,24.34,53.83,C,6445965.69,6693.63,963,1891,1.96
P02497,女装升级版,2025-01-23,85.08,88.53,17.57,34.15,45.68,54.2,C,12503386.35,5064.15,2469,36096,14.62
P02498,玩具特惠款,2025-01-01,5.6,11.2,81.5,24.15,46.05,33.7,D,5220808.38,2815.97,1854,3630,1.96
P02499,家电基础款,2025-01-13,16.59,70.79,30.52,25.88,38.32,36.42,D,22497352.13,6634.43,3391,95523,28.17
P02500,美妆升级版,2025-01-13,42.94,81.62,35.55,90.52,98.56,69.84,C,3521102.04,2504.34,1406,29590,21.05
P02501,食品基础款,2025-01-27,91.76,53.27,4.82,21.18,89.28,52.06,C,27367761.3,8198.85,3338,18567,5.56
P02502,玩具特惠款,2025-01-17,84.69,49.17,19.32,26.52,20.58,40.06,D,32246640.55,6719.45,4799,36124,7.53
P02503,女装限量款,2025-01-27,96.4,89.4,84.98,97.23,1.2,73.84,B,16336875.8,3955.66,4130,8193,1.98
P02504,玩具特惠款,2025-01-23,4.66,5.81,53.97,18.82,12.66,19.18,D,14917687.59,5802.29,2571,23062,8.97
P02505,男装特惠款,2025-01-07,49.56,63.58,85.47,27.73,70.65,59.4,C,5864802.12,9726.04,603,16844,27.93
P02506,食品限量款,2025-01-15,91.41,49.26,80.45,11.81,81.11,62.81,C,24800638.72,8228.48,3014,80511,26.71
P02507,女装升级版,2025-01-12,67.51,79.75,82.24,35.47,47.6,62.51,C,5413751.2,5205.53,1040,3174,3.05
P02508,美妆特惠款,2025-01-05,34.47,75.91,0.66,90.78,71.63,54.69,C,33509782.68,7338.98,4566,77559,16.99
P02509,家电基础款,2025-01-10,27.28,64.32,52.63,6.87,53.04,40.83,D,21727418.67,6491.61,3347,36633,10.95
P02510,玩具升级版,2025-01-07,92.75,50.77,70.93,29.62,59.93,60.8,C,9443360.49,9509.93,993,2069,2.08
P02511,食品特惠款,2025-01-12,78.78,68.15,43.23,4.72,97.29,58.43,C,20384410.46,4716.43,4322,29056,6.72
P02512,女装特惠款,2025-01-06,43.45,10.0,55.1,50.94,36.53,39.2,D,11475131.16,3070.68,3737,70791,18.94
P02513,美妆限量款,2025-01-08,10.47,64.92,54.7,97.3,73.87,60.25,C,12457314.28,5556.34,2242,61868,27.6
P02514,美妆升级版,2025-01-09,50.5,47.42,64.93,23.63,45.21,46.34,D,11213567.44,7941.62,1412,8858,6.27
P02515,食品特惠款,2025-01-13,14.18,0.2,14.46,14.09,28.47,14.28,D,9070685.26,4333.82,2093,40357,19.28
P02516,图书特惠款,2025-01-14,4.27,52.58,95.01,63.07,69.92,56.97,C,3583396.58,823.58,4351,6573,1.51
P02517,食品升级版,2025-01-11,34.84,30.17,76.23,13.15,58.37,42.55,D,37244779.5,8087.9,4605,99863,21.69
P02518,食品特惠款,2025-01-03,9.13,84.52,39.74,91.11,79.55,60.81,C,17083671.18,6984.33,2446,29131,11.91
P02519,图书限量款,2025-01-15,19.55,87.61,88.78,27.38,15.28,47.72,D,25345819.12,5585.24,4538,90441,19.93
P02520,图书基础款,2025-01-18,81.6,89.98,68.17,44.96,24.69,61.88,C,7854502.2,6107.7,1286,4108,3.19
P02521,家居升级版,2025-01-20,18.51,63.69,48.19,95.3,84.43,62.02,C,12638823.6,2966.86,4260,13171,3.09
P02522,女装特惠款,2025-01-04,39.83,27.58,24.21,80.62,51.42,44.73,D,29055272.9,6901.49,4210,126164,29.97
P02523,美妆升级版,2025-01-23,95.2,26.15,67.53,43.55,65.94,59.67,C,13462070.4,8956.8,1503,40845,27.18
P02524,玩具限量款,2025-01-06,49.16,63.07,33.65,60.37,20.61,45.37,D,4743747.12,6152.72,771,4878,6.33
P02525,美妆特惠款,2025-01-18,83.65,54.54,57.97,62.48,42.47,60.22,C,6781417.44,9987.36,679,5439,8.01
P02526,男装限量款,2025-01-17,95.19,18.14,70.55,81.04,29.07,58.8,C,26736020.74,6809.99,3926,61051,15.55
P02527,男装基础款,2025-01-11,17.89,82.0,15.24,19.76,23.66,31.71,D,34715021.44,9845.44,3526,91867,26.05
P02528,女装限量款,2025-01-16,98.48,19.07,29.79,44.95,52.18,48.89,D,2338125.79,2049.19,1141,31252,27.39
P02529,美妆特惠款,2025-01-29,67.29,16.4,24.93,69.65,90.49,53.75,C,5658935.04,5358.84,1056,29035,27.5
P02530,美妆升级版,2025-01-08,52.71,4.2,63.6,51.8,52.18,44.9,D,5278356.72,1487.28,3549,95727,26.97
P02531,家居特惠款,2025-01-08,70.29,44.06,83.07,80.91,86.78,73.02,B,821889.24,765.26,1074,18078,16.83
P02532,家居限量款,2025-01-25,98.5,82.01,23.83,91.64,46.46,68.49,C,4081974.5,3664.25,1114,17992,16.15
P02533,家电基础款,2025-01-03,63.49,91.94,3.08,9.57,80.88,49.79,D,6649554.1,2453.71,2710,45240,16.69
P02534,食品升级版,2025-01-19,6.03,78.99,62.31,95.16,73.85,63.27,C,9180179.46,8476.62,1083,9707,8.96
P02535,男装特惠款,2025-01-06,94.57,61.5,33.08,33.16,88.36,62.13,C,9096806.7,5319.77,1710,12383,7.24
P02536,男装特惠款,2025-01-14,71.94,18.37,51.85,61.99,42.19,49.27,D,731520.36,8408.28,87,2028,23.31
P02537,玩具基础款,2025-01-17,94.76,70.85,51.68,80.56,54.08,70.39,B,4386598.17,7472.91,587,7612,12.97
P02538,美妆升级版,2025-01-04,78.77,72.91,27.87,53.63,47.26,56.09,C,2807772.3,3576.78,785,6071,7.73
P02539,男装特惠款,2025-01-12,82.78,11.65,43.19,3.17,78.44,43.85,D,8411725.98,3513.67,2394,57641,24.08
P02540,家电升级版,2025-01-28,66.67,48.07,75.94,35.28,63.65,57.92,C,30653958.58,9606.38,3191,47737,14.96
P02541,男装限量款,2025-01-20,52.33,44.51,38.96,77.66,34.85,49.66,D,1965491.29,670.13,2933,53856,18.36
P02542,美妆升级版,2025-01-09,97.27,18.23,26.89,34.2,97.87,54.89,C,793636.8,6012.4,132,2104,15.94
P02543,男装限量款,2025-01-08,51.95,51.68,51.34,36.18,28.6,43.95,D,474540.0,215.7,2200,52565,23.89
P02544,家居特惠款,2025-01-26,65.9,80.86,38.26,58.39,22.34,53.15,C,10441387.64,3148.79,3316,36690,11.06
P02545,家居基础款,2025-01-01,36.02,20.6,67.76,36.08,3.98,32.89,D,19136176.56,3980.07,4808,135522,28.19
P02546,图书限量款,2025-01-22,18.88,79.94,70.07,53.67,84.64,61.44,C,5781269.56,5662.36,1021,8794,8.61
P02547,食品升级版,2025-01-21,44.18,8.74,21.62,18.34,12.65,21.11,D,737161.34,2902.21,254,2687,10.58
P02548,美妆特惠款,2025-01-20,21.6,20.77,41.18,63.0,51.4,39.59,D,29066294.09,9283.39,3131,36704,11.72
P02549,家电基础款,2025-01-23,41.13,60.5,83.5,61.26,57.69,60.82,C,1160084.68,1081.16,1073,14868,13.86
P02550,女装升级版,2025-01-10,24.58,59.83,31.96,95.23,9.22,44.16,D,4915755.74,1006.09,4886,137689,28.18
P02551,玩具升级版,2025-01-27,98.9,7.27,88.59,25.03,31.07,50.17,C,22615433.04,4844.78,4668,47602,10.2
P02552,家电升级版,2025-01-08,82.2,44.07,81.44,39.04,29.2,55.19,C,40556423.46,9146.69,4434,88428,19.94
P02553,图书基础款,2025-01-10,17.93,34.5,22.48,56.91,7.46,27.86,D,11698566.8,5466.62,2140,33159,15.49
P02554,男装基础款,2025-01-27,30.45,98.16,65.87,18.12,23.67,47.25,D,2848153.94,588.34,4841,54341,11.23
P02555,家居限量款,2025-01-20,86.35,63.22,31.31,46.58,2.86,46.06,D,26052854.19,5790.81,4499,22945,5.1
P02556,女装特惠款,2025-01-10,36.05,95.97,79.58,82.28,55.87,69.95,C,13537355.6,7021.45,1928,56930,29.53
P02557,图书升级版,2025-01-08,95.33,48.32,4.78,80.47,26.86,51.15,C,9421460.32,2992.84,3148,74266,23.59
P02558,女装基础款,2025-01-02,45.65,9.93,71.97,12.42,32.21,34.44,D,13156246.89,5507.01,2389,20211,8.46
P02559,美妆升级版,2025-01-13,43.06,62.16,50.71,60.67,37.89,50.9,C,30036640.24,9559.72,3142,32855,10.46
P02560,图书升级版,2025-01-30,90.35,10.93,9.03,17.34,4.37,26.4,D,11236810.66,5986.58,1877,41830,22.29
P02561,男装限量款,2025-01-30,21.17,45.6,57.03,17.32,43.64,36.95,D,2038501.66,2570.62,793,4750,5.99
P02562,美妆特惠款,2025-01-11,76.68,65.67,25.19,73.41,37.56,55.7,C,47525720.55,9932.23,4785,77930,16.29
P02563,美妆特惠款,2025-01-06,3.07,47.35,30.02,60.09,0.75,28.26,D,4031057.25,991.65,4065,22716,5.59
P02564,女装基础款,2025-01-08,31.7,24.52,9.35,73.52,51.85,38.19,D,23918217.46,9555.82,2503,65121,26.02
P02565,美妆基础款,2025-01-27,35.92,20.67,42.8,5.22,34.56,27.83,D,17218857.96,4413.96,3901,84446,21.65
P02566,食品限量款,2025-01-21,20.28,6.65,37.52,4.26,26.27,19.0,D,2815748.58,7146.57,394,3305,8.39
P02567,食品限量款,2025-01-04,29.33,14.06,69.72,30.44,41.66,37.04,D,5656042.56,5295.92,1068,13913,13.03
P02568,女装特惠款,2025-01-05,39.77,64.58,50.49,21.67,90.75,53.45,C,13805250.6,5623.32,2455,4265,1.74
P02569,美妆限量款,2025-01-24,34.47,75.64,22.92,72.63,18.93,44.92,D,14213464.35,3505.17,4055,73504,18.13
P02570,女装限量款,2025-01-25,52.19,27.77,87.02,48.79,86.04,60.36,C,6576275.25,4614.93,1425,12121,8.51
P02571,美妆限量款,2025-01-21,34.16,69.35,3.75,12.02,33.65,30.59,D,6514718.82,5015.18,1299,24008,18.48
P02572,男装特惠款,2025-01-18,10.53,46.85,11.05,27.01,78.03,34.69,D,2712120.48,1397.28,1941,13260,6.83
P02573,家电特惠款,2025-01-21,32.88,30.05,67.77,35.25,80.65,49.32,D,14940530.42,5535.58,2699,77278,28.63
P02574,家电基础款,2025-01-05,25.02,28.34,50.49,32.73,20.01,31.32,D,8481347.82,6137.01,1382,12153,8.79
P02575,食品特惠款,2025-01-18,18.6,39.5,70.69,73.59,75.69,55.61,C,11349680.94,2345.46,4839,64034,13.23
P02576,家居特惠款,2025-01-02,69.22,12.24,33.06,83.68,94.44,58.53,C,4386454.95,995.79,4405,130944,29.73
P02577,家居升级版,2025-01-27,5.7,84.12,74.01,32.6,95.64,58.41,C,36129925.26,9717.57,3718,14739,3.96
P02578,图书特惠款,2025-01-23,27.94,76.1,15.95,67.3,13.25,40.11,D,27044429.36,7483.24,3614,77125,21.34
P02579,美妆限量款,2025-01-03,20.34,44.58,40.01,0.78,92.13,39.57,D,981026.4,5360.8,183,1438,7.86
P02580,玩具特惠款,2025-01-17,98.74,40.75,33.01,46.89,99.17,63.71,C,4377816.52,3372.74,1298,19378,14.93
P02581,家电升级版,2025-01-07,93.97,22.76,69.98,64.06,35.3,57.21,C,17669676.75,5558.25,3179,65412,20.58
P02582,男装限量款,2025-01-27,68.7,13.97,14.25,3.37,5.18,21.09,D,4832577.75,2252.95,2145,15006,7.0
P02583,家居基础款,2025-01-23,29.07,25.98,6.11,7.12,93.29,32.31,D,8868229.6,6352.6,1396,9577,6.86
P02584,美妆特惠款,2025-01-06,38.98,82.27,33.62,36.46,64.54,51.17,C,37600784.91,8685.79,4329,29855,6.9
P02585,玩具限量款,2025-01-28,23.9,66.29,63.16,20.98,22.59,39.38,D,5782682.88,1316.64,4392,22468,5.12
P02586,图书限量款,2025-01-03,70.95,5.43,98.62,72.73,51.37,59.82,C,4872704.84,1202.84,4051,66687,16.46
P02587,玩具基础款,2025-01-04,17.79,34.76,90.18,1.14,31.24,35.02,D,12112518.38,4238.11,2858,47198,16.51
P02588,家电限量款,2025-01-05,23.16,23.3,60.43,26.7,90.2,44.76,D,41583856.16,8853.28,4697,117427,25.0
P02589,食品特惠款,2025-01-21,22.72,16.28,98.17,14.23,51.03,40.49,D,1731732.47,1666.73,1039,4916,4.73
P02590,美妆基础款,2025-01-02,61.08,22.68,66.56,81.4,23.36,51.02,C,3732674.85,810.57,4605,64252,13.95
